RUN 095_085_094

        1 |   18 |          48 |       3 |         0
        1 |   18 |          49 |       3 |         0
        1 |   18 |          50 |       3 |         0
        1 |   18 |          51 |       3 |         0
        1 |   18 |          52 |       3 |         0
        1 |   18 |          53 |       3 |         0
        1 |   18 |          54 |       3 |         0
        1 |   18 |          55 |       3 |         0
        1 |   18 |          56 |       3 |         0
        1 |   18 |          57 |       3 |         0
        1 |   18 |          58 |       3 |         0
        1 |   18 |          59 |       3 |         0
        1 |   18 |          60 |       3 |         0
        1 |   18 |          61 |       3 |         0
        1 |   18 |          62 |       3 |         0
        6 |    9 |           0 |     320 |        30 2 23
        6 |    9 |           2 |     320 |        30 2 16
        6 |    9 |           4 |     320 |        30 2 23
        6 |    9 |           6 |     320 |        30 2 18
        6 |    9 |           8 |     320 |        30 2 18
        6 |    9 |          10 |     320 |        30 2 24
        6 |    9 |          12 |     320 |        30 2 20
        6 |    9 |          14 |     320 |        30 2 21
        6 |    9 |          24 |     321 |        30 2 23
        6 |   10 |          22 |     317 |        29 2 26
        6 |   10 |          24 |     317 |        29 2 24
        6 |   10 |          26 |     317 |        29 2 24
        6 |   10 |          28 |     317 |        29 2 22
        6 |   10 |          30 |     317 |        29 2 28
        6 |   11 |          14 |     312 |        29 
        6 |   11 |          16 |     313 |        29 2 20
        6 |   11 |          18 |     313 |        29 
        6 |   11 |          20 |     313 |        29
        6 |   11 |          22 |     313 |        29
        6 |   11 |          24 |     313 |        29 2 28
        6 |   11 |          26 |     313 |        29 2 28
        6 |   11 |          28 |     313 |        29 2 24
        6 |   11 |          30 |     313 |        29 2 24
        6 |   12 |           0 |     308 |        29 2 28
        6 |   12 |           2 |     308 |        29 2 29
        6 |   12 |           4 |     308 |        29 2 34
        6 |   12 |           6 |     308 |        29 2 25
        6 |   12 |           8 |     308 |        29
        6 |   12 |          10 |     308 |        29 2 26
        6 |   12 |          12 |     308 |        29
        6 |   12 |          14 |     308 |        29 2 26
        6 |   12 |          16 |     309 |        29 2 26
        6 |   12 |          18 |     309 |        29 2 26
        6 |   12 |          20 |     309 |        29 2 36
        6 |   12 |          22 |     309 |        29 2 20
        6 |   12 |          24 |     309 |        29 2 26
        6 |   12 |          26 |     309 |        29 2 27
        6 |   12 |          28 |     309 |        29 2 26
        6 |   12 |          30 |     309 |        29 2 26
        7 |    4 |           0 |     400 |        36 
        7 |    4 |           2 |     400 |        36 1 85
        7 |    4 |           4 |     400 |        36 1 95
        7 |    4 |           6 |     400 |        36 1 90
        7 |    5 |           0 |     396 |        36 2 69
        7 |    5 |           4 |     396 |        36 3 1.2
        7 |    5 |          24 |     397 |        36 1 64
        7 |    5 |          26 |     397 |        36 1 70
        7 |    5 |          28 |     397 |        36 1 70
        7 |    5 |          30 |     397 |        36 1 75
        7 |   10 |           0 |     376 |        34 
        7 |   10 |          30 |     377 |        34 1 34
        7 |   11 |          30 |     373 |        34 1 29
        8 |   17 |          47 |     406 |        37
        8 |   17 |          48 |     407 |        37
        9 |   14 |          47 |     478 |        43 2 40
        9 |   16 |           0 |     472 |        42
        9 |   16 |           2 |     472 |        42
        9 |   16 |           4 |     472 |        42
        9 |   16 |           6 |     472 |        42
        9 |   16 |           8 |     472 |        42
        9 |   16 |          10 |     472 |        42
        9 |   16 |          12 |     472 |        42
        9 |   16 |          14 |     472 |        42
        9 |   16 |          16 |     473 |        42
        9 |   16 |          18 |     473 |        42 
        9 |   16 |          19 |     473 |        42 2 41
        9 |   16 |          20 |     473 |        42
        9 |   16 |          22 |     473 |        42
        9 |   16 |          24 |     473 |        42
        9 |   16 |          26 |     473 |        42
        9 |   16 |          28 |     473 |        42
        9 |   16 |          30 |     473 |        42 
